NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
479;emergency_Point;emergency;fire_extinguisher;A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations;not in DGIF;;;;;;;;;;;
480;emergency_Point;emergency;fire_flapper ;A flapper is a wildland firefighting tool also called a swatter or a beater. It is designed for extinguishing minor fires in rural areas such as heaths;not in DGIF;;;;;;;;;;;
481;emergency_Point;emergency;fire_hose ;A fire hose is a high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it;OK;FireHydrant;AL017;;;;;;;;;
482;emergency_Point;emergency;fire_hydrant ;A fire hydrant is an active fire protection measure, and a source of water provided in most urban, suburban and rural areas with municipal water service or other water source to enable firefighters to tap into the municipal water supply to assist in extinguishing a fire;OK;FireHydrant;AL017;;;;;;;;;
483;emergency_Point;emergency;water_tank ;Stock tank for fire-fighting water ;OK;StorageTank;AM070;product;PPO;water;122;;;;;
484;emergency_Point;emergency;lifeguard_base ;Base building of lifeguard. Main place for vehicles, equipment and centre of communication;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
485;emergency_Point;emergency;lifeguard_tower ;Tower used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
486;emergency_Point;emergency;water_tower  ;;OK;WaterTower;AM080;;;;;;;;;
487;emergency_Point;emergency;lifeguard_platform ;Platform used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers. Building not so high as tower and mostly without walls and roof ;not in DGIF;;;;;;;;;;;
488;emergency_Point;emergency;lifeguard_place ;A place where a lifeguard is on duty but without any building (tower or platform)  ;not in DGIF;;;;;;;;;;;
489;emergency_Point;emergency;life_ring ;Life rings to help save a life if someone is in the water;not in DGIF;;;;;;;;;;;
490;emergency_Point;emergency;assembly_point ;Point or area, where people are crowd in a case of emergency;not in DGIF;;;;;;;;;;;
491;emergency_Point;emergency;access_point ;Access points in areas which are hard to access ;not in DGIF;;;;;;;;;;;
492;emergency_Point;emergency;phone;An emergency phone is specifically provided for making calls to emergency services. They may be found in places of danger or remote areas;not in DGIF;;;;;;;;;;;
493;emergency_Point;emergency;ses_station  ;A State Emergency Service is an Australian volunteer organisation that provides emergency help during and after declared (natural or otherwise) disasters. ;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
494;emergency_Point;emergency;siren;A siren is a loud noise maker. Most modern ones are civil defense, "air raid" sirens or tornado sirens.;not in DGIF;;;;;;;;;;;
495;emergency_Polygon;emergency;user-defined or "yes";;not in DGIF;;;;;;;;;;;
496;emergency_Polygon;emergency;ambulance_station;An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies;OK;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
497;emergency_Polygon;emergency;lifeguard_base ;Base building of lifeguard. Main place for vehicles, equipment and centre of communication;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
498;emergency_Polygon;emergency;lifeguard_tower ;Tower used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
499;emergency_Polygon;emergency;lifeguard_platform ;Platform used by lifeguard to watch and supervise swimmers in order to prevent drownings and other dangers. Building not so high as tower and mostly without walls and roof ;not in DGIF;;;;;;;;;;;
500;emergency_Polygon;emergency;assembly_point ;Point or area, where people are crowd in a case of emergency;not in DGIF;;;;;;;;;;;
501;emergency_Polygon;emergency;ses_station  ;A State Emergency Service is an Australian volunteer organisation that provides emergency help during and after declared (natural or otherwise) disasters. ;Generalization;Building;AL013;featureFunction;FFN;rescueParamedical;846;;;;;
502;geological_Point;geological;moraine;A moraine is any ice formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by glacial ice. ;OK;Moraine;BJ020;;;;;;;;;
503;geological_Point;geological;outcrop;An outcrop site is a place where the bedrock or superficial deposits have become locally exposed and are directly accessible to analysis;OK;RockFormation;DB160;;;;;;;;;
504;geological_Point;geological;palaeontological_site;A palaeontological site is a place (or group of physical sites) in which remains of ancient living forms is preserved. Area under the study of the forms of life existing in prehistoric times, as represented by the fossils of plants, animals, and other organisms investigated using the discipline of palaeontology. ;not in DGIF;;;;;;;;;;;
505;geological_Point;geological;user-defined or "yes";;not in DGIF;;;;;;;;;;;
506;geological_Polygon;geological;user-defined or "yes";;not in DGIF;;;;;;;;;;;
507;geological_Polygon;geological;moraine;A moraine is any ice formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by glacial ice. ;OK;Moraine;BJ020;;;;;;;;;
508;geological_Polygon;geological;outcrop;An outcrop site is a place where the bedrock or superficial deposits have become locally exposed and are directly accessible to analysis;OK;RockFormation;DB160;;;;;;;;;
509;geological_Polygon;geological;palaeontological_site;A palaeontological site is a place (or group of physical sites) in which remains of ancient living forms is preserved. Area under the study of the forms of life existing in prehistoric times, as represented by the fossils of plants, animals, and other organisms investigated using the discipline of palaeontology. ;not in DGIF;;;;;;;;;;;
510;highway_Point;highway;user-defined or "yes";;not in DGIF;;;;;;;;;;;
511;highway_Point;highway;bus_stop ;A small bus stop;not in DGIF;;;;;;;;;;;
512;highway_Point;highway;crossing ;Pedestrians can cross a street here; e.g., zebra crossing;OK;Crossing;AQ062;meansTransportation;TME;pedestrian;3;;;;;
513;highway_Point;highway;elevator ;Elevator ;not in DGIF;;;;;;;;;;;
514;highway_Point;highway;emergency_access_point ;Sign number which can be used to define your current position in case of an emergency;Generalization;StreetSign;AQ162;streetSignType;SSG;placeIdentification;5;;;;;
515;highway_Point;highway;give_way  ; A "give way," or "Yield" sign ;Generalization;StreetSign;AQ162;streetSignType;SSG;trafficControl;9;;;;;
516;highway_Point;highway;phone;A calling device can be used to tell on your current position in case of an emergency;not in DGIF;;;;;;;;;;;
517;highway_Point;highway;mini_roundabout ;Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island;Generalization;LandTransportationWay;AP075;;;;;;;;;
518;highway_Point;highway;motorway_junction ;Indicates a junction (UK) or exit (US). ;OK;RoadInterchange;AP020;;;;;;;;;
519;highway_Point;highway;passing_place ;The location of a passing space ;not in DGIF;;;;;;;;;;;
520;highway_Point;highway;rest_area;Place where drivers can leave the road to rest, but not refuel;OK;RoadsideRestArea;AQ135;;;;;;;;;
521;highway_Point;highway;speed_camera ;A fixed road-side or overhead speed camera ;not in DGIF;;;;;;;;;;;
522;highway_Point;highway;street_lamp ;A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night ;OK;StreetLamp;AQ161;;;;;;;;;
523;highway_Point;highway;services;A service station to get food and eat something, often found at motorways;Generalization;RoadsideRestArea;AQ135;;;;;;;;;
524;highway_Point;highway;stop;A stop sign ;Generalization;StreetSign;AQ162;streetSignType;SSG;trafficControl;9;;;;;
525;highway_Point;highway;traffic_signals  ;Lights that control the traffic  ;OK;TrafficLight;AQ160;;;;;;;;;
526;highway_Point;highway;turning_circle  ;A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac. ;Generalization;LandTransportationWay;AP075;;;;;;;;;
527;highway_Line;highway;user-defined or "yes";;OK;LandTransportationWay;AP075;;;;;;;;;
528;highway_Line;highway;motorway  ;A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc;OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;;;;;
529;highway_Line;highway;trunk;The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.) ;OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;;;;;
530;highway_Line;highway;primary;The next most important roads in a country's system. (Often link larger towns.);OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;;;;;
531;highway_Line;highway;secondary;The next most important roads in a country's system. (Often link towns.);OK;LandRoute;AP035;routeSignificance;RSF;secondaryRoute;2;;;;;
532;highway_Line;highway;tertiary;The next most important roads in a country's system. (Often link smaller towns and villages);OK;LandRoute;AP035;routeSignificance;RSF;tertiaryRoute;3;;;;;
533;highway_Line;highway;unclassified ;The least most important through roads in a country's system  i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. Often link villages and hamlets. (The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown);OK;LandRoute;AP035;routeSignificance;RSF;localRoute;4;;;;;
534;highway_Line;highway;residential;Roads which serve as an access to housing, without function of connecting settlements. Often lined with housing;Generalization;LandTransportationWay;AP075;;;;;;;;;
535;highway_Line;highway;service;For access roads to, or within an industrial estate, camp site, business park, car park etc;Generalization;LandTransportationWay;AP075;;;;;;;;;
536;highway_Line;highway;motorway_link ;The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions. ;OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;roadInterchangeRamp;ROR;VERO;1001;
537;highway_Line;highway;trunk_link ;The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.;OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;roadInterchangeRamp;ROR;VERO;1001;
538;highway_Line;highway;primary_link  ;The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway;OK;LandRoute;AP035;routeSignificance;RSF;primaryRoute;1;roadInterchangeRamp;ROR;VERO;1001;
539;highway_Line;highway;secondary_link ;The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway;OK;LandRoute;AP035;routeSignificance;RSF;secondaryRoute;2;roadInterchangeRamp;ROR;VERO;1001;
540;highway_Line;highway;tertiary_link  ;The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway;OK;LandRoute;AP035;routeSignificance;RSF;tertiaryRoute;3;roadInterchangeRamp;ROR;VERO;1001;
541;highway_Line;highway;ford;;OK;Ford;BH070;;;;;;;;;
542;highway_Line;highway;;For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day;OK;LandTransportationWay;AP075;meansTransportation;TME;pedestrian;3;;;;;
543;highway_Line;highway;track;Roads for mostly agricultural or forestry uses;OK;LandTransportationWay;AP075;waySurfaceComposition;WS0;unimproved;5;width;WID;<2;;
